185,1176,1166,1160,1156,1147,1142,1137,1133,1129,1127,1129,1131,1137,1145,1153,1161,1174,1188,1200,1211,1221,1233,1247,1259,1273,1287,1299,1310,1315,1324,1331,1340,1347,1350,1351,1174,237,1187,650,695,431,319,447,958,1525,771,1441,1249,1143,875,995,392,861,640,1018,649,475,331,885,601,1088,1501,1075,827,1068,1109,1212,1333,913,1005,1038
193,249,1191,663,723,444,346,467,976,1525,792,1453,1271,1173,897,1019,412,876,661,1044,661,498,342,898,636,1097,1519,1101,851,1072,1115,1221,1351,924,1022,1047
201,256,1195,665,725,447,353,473,988,1533,795,1454,1274,1182,897,1019,416,877,662,1043,666,496,351,907,631,1096,1514,1100,853,1083,1109,1231,1357,925,1025,1051
201,257,1197,669,728,448,354,476,997,1533,800,1453,1289,1177,907,1030,415,885,662,1046,668,498,355,904,643,1099,1521,1097,850,1081,1114,1245,1371,925,1025,1058
202,260,1195,676,727,451,353,479,993,1531,801,1455,1297,1186,917,1027,419,889,662,1049,669,499,355,908,641,1108,1525,1109,852,1089,1127,1238,1358,912,1031,1061
203,263,1199,673,724,451,361,483,992,1535,803,1464,1299,1201,923,1022,421,891,665,1051,653,503,359,912,650,1113,1537,1115,855,1083,1120,1247,1363,925,1032,1061
205,265,1206,678,724,453,361,487,999,1539,809,1471,1296,1198,940,1020,422,897,668,1053,677,507,360,911,652,1111,1537,1111,855,1093,1130,1253,1364,927,1032,1061
205,267,1205,678,731,455,359,485,997,1539,804,1466,1297,1220,941,1024,428,897,667,1052,671,505,360,909,653,1105,1537,1108,857,1091,1123,1249,1373,939,1036,1065
207,267,1206,677,736,456,361,485,998,1541,805,1467,1296,1227,934,1038,433,898,666,1054,675,507,361,909,654,1111,1546,1119,859,1097,1123,1249,1376,937,1041,1066
209,268,1205,677,732,455,364,489,996,1545,803,1473,1303,1243,937,1033,433,903,669,1057,677,505,362,915,661,1116,1552,1119,863,1096,1126,1258,1371,934,1041,1067
207,269,1208,678,734,455,362,491,995,1542,809,1475,1301,1245,947,1029,437,904,669,1057,677,508,362,917,653,1117,1551,1113,866,1094,1120,1265,1384,953,1040,1069
207,270,1206,680,733,458,362,489,997,1533,800,1476,1303,1247,942,1033,430,906,668,1055,679,507,359,917,658,1117,1553,1115,870,1098,1122,1265,1385,957,1047,1073
208,270,1215,682,737,462,362,491,1001,1541,803,1473,1301,1243,951,1025,427,908,669,1056,683,510,359,911,655,1111,1555,1117,869,1096,1125,1263,1390,965,1049,1074
208,270,1214,682,737,461,364,489,1003,1541,803,1473,1318,1238,957,1041,431,910,667,1061,683,512,360,911,662,1116,1557,1127,871,1099,1123,1265,1385,981,1046,1075
209,269,1213,686,737,461,366,489,1005,1539,810,1474,1325,1243,960,1031,429,913,666,1057,683,512,361,913,660,1112,1557,1123,876,1110,1128,1272,1385,979,1047,1077
210,269,1210,684,745,464,366,491,1008,1540,809,1474,1314,1239,959,1021,427,907,669,1059,683,508,360,911,665,1121,1557,1121,876,1108,1124,1278,1388,963,1047,1077
