03,1367,1407,1225,1345,1431,1403,1343,1357,1365,1339,1345,1451,1463,1468,1499,1544,1589,1598,1673,1629,1638,1625,1643,1683,1693,1651,1743,1677,1679,1623,1681,1651,1697,1841,1719,16284,334,594,439,434,413,386,473,665,818,633,699,600,617,588,549,434,581,401,544,458,410,372,536,456,592,767,645,543,660,574,738,767,631,630,705
298,345,600,452,445,421,405,489,683,831,643,711,618,637,605,572,445,590,416,559,465,423,375,541,464,598,770,653,547,659,579,747,777,631,637,707
303,351,604,454,445,421,407,491,685,830,645,708,620,641,607,571,445,592,417,558,466,425,378,543,465,599,770,655,549,662,579,749,777,637,638,711
304,353,605,460,452,427,410,496,687,835,649,711,622,645,619,577,451,596,421,561,470,428,378,544,467,601,775,657,552,663,583,751,787,639,641,712
307,357,611,463,456,428,409,497,690,834,646,713,625,650,621,577,452,597,424,563,474,427,380,544,467,602,778,657,553,665,584,752,788,639,642,713
306,358,611,462,457,429,410,497,691,834,648,715,628,649,620,578,453,599,424,563,474,428,381,545,468,601,775,657,554,663,583,752,786,639,643,713
308,357,611,463,452,427,410,498,693,837,648,714,630,649,623,579,454,600,425,564,475,428,380,545,469,605,778,658,552,663,585,751,788,639,643,713
308,357,615,464,456,429,411,497,693,835,650,716,630,649,623,580,454,601,424,565,474,429,381,545,470,600,780,659,554,665,587,753,788,640,643,715
309,357,614,465,453,429,411,498,693,836,649,715,629,650,622,580,452,601,425,564,475,429,384,546,471,605,780,660,553,666,587,754,787,641,645,715
310,358,615,464,455,429,414,499,693,837,650,717,631,651,622,581,455,603,427,567,475,431,385,547,471,606,777,661,554,667,587,755,789,641,644,715
309,358,613,463,454,430,414,499,691,838,649,718,631,651,626,581,456,604,428,567,476,431,383,546,470,607,776,660,553,666,587,755,789,643,643,717
309,358,613,465,454,430,413,501,694,837,649,718,631,651,628,581,453,604,425,567,475,429,384,547,471,608,777,661,555,666,588,756,789,643,644,716
309,358,615,466,456,431,414,502,695,838,651,719,629,651,629,581,455,602,426,566,477,431,384,547,472,609,776,661,555,667,588,757,790,643,645,716
311,360,614,466,457,431,413,501,693,838,651,717,627,654,627,582,457,604,424,567,476,432,385,547,472,609,777,662,558,669,589,758,791,644,647,717
309,360,615,467,459,432,413,501,692,839,652,717,627,653,618,581,452,600,424,567,473,432,383,547,472,607,777,663,555,668,589,757,789,645,646,717
311,361,617,467,458,432,413,501,694,840,651,719,628,653,617,581,453,601,425,567,474,431,386,548,471,608,773,662,555,668,587,756,789,644,647,718
